,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,1,1
787,15.976,238.0795,Peak@15.976,,,,238.07895,,,,,,,,,,,,,,,,,,,,,,,,0,,,2795,,,,,,23191,,,53772,,,502,24229,31618,25541,226055,493135,283093,26321,2025,14120,125333,,,,,,,
788,15.981,368.34418,"Cholesta-3,5-diene",,,,145.1012,,,C27 H44,,,,,,,,,,,,,,,,,,,,,0.959,99.8,800,2796,,,,501686,82071,405546,533516,568941,6998305,,,31210,2143020,1077937,1429049,6212727,3107917,4037061,6127802,9537550,11419565,4457278,8075554,,,,,,
789,16.002,73.04735,(Z)-5-Phenyl-1-(trimethylsilmethyl)-2-pentene,,,,127.0754,,,C14 H22 Si,,,,,,,,,,,,,,,,,,,,,0.926,98.5,660,2800,,,,39673,14420,4024,,,74034,,,,15371,66538,,36042,28067,32681,,,,174312,145730,,,,,,
790,16.011,217.08653,"(4aRS,8aRS)-3,4,4a,5,6,8a-Hexahydro-2,5,5,8a-tetramethyl-2H-[1]benzopyran-4a-ol",,,,85.09669,,,C13 H22 O2,,,,,,,,,,,,,,,,,,,,,0.853,75.1,759,2802,,,,,1226,,3625435,,367054,,,,,38314,,,,,11513,17763,3048896,18284,7302,,,,,,
791,16.015,173.09651,"7-Oxabicyclo[2.2.1]hept-5-ene-1,2,3-trimethanol, trimethanesulfonate, (exo,exo)-(.+-.)-",,,,98.10896,,,C12 H20 O10 S3,,,,,,,,,,,,,,,,,,,,,0.858,95.3,634,2804,,,,2245,16299,310452,18587113,4486363,,,,6426,481920,475279,,230032,34374,329179,294360,246165,,77462,59128,,,,,,
793,16.02,296.33179,"Acetamide, N-propyl-N-hexadecyl-",,,,72.0444,,,C21 H43 N O,,,,,,,,,,,,,,,,,,,,,0.896,97.8,523,2805,318,,,2251830,1354917,3187108,2051895,726764,1020782,,,2594,3612759,3045148,4269506,2299014,3134953,1728615,2003938,941954,760364,2603715,1044440,,,,,,
792,16.024,376.03689,Dodecanamide,,,,72.04439,,,C12 H25 N O,,,,,,,,,,,,,,,,,,,,,0.811,76.5,526,2805,,,,2251830,1354917,3187108,2051895,,1020782,882,,2594,3612759,3045148,4269506,2299014,3134953,1728615,2003938,941954,760364,2603715,1044440,,,,,,
794,16.063,189.16435,Peak@16.059,,,,175.14818,,,,,,,,,,,,,,,,,,,,,,,,0,,,2812,,,,2869390,141532,569710,1833211,1171264,12993741,,,3241,9241823,2083862,3542103,21186465,8383095,10853325,6254715,5693598,11984736,19923885,24985444,,,,,,
795,16.07,410.39114,Squalene,,,,121.10119,,,C30 H50,,,,,,,,,,,,,,,,,,,,,0.971,100,854,2815,12,,,22190872,1093048,4499391,19969874,,103043067,,,11685,76834252,16919364,27469917,176013942,67235303,82858597,48416903,44755745,104729920,154864555,206806393,,,,,,
796,16.102,293.17538,"1,2-Benzenedicarboxylic acid, dinonyl ester",,,,149.02316,,,C26 H42 O4,,,,,,,,,,,,,,,,,,,,,0.97,98.7,872,2821,59,,,1372036,921895,1350938,13464972986,3536784516,402021317,,,,9965466,4253122,6696152,1574411,15844803,4076007,3815747,715534,5179540158,11941957,2962689,,,,,,
797,16.105,607.17334,"Cyclodecasiloxane, eicosamethyl-",,,,164.0602,,,C20 H60 O10 Si10,,,,,,,,,,,,,,,,,,,,,0.912,98.9,581,2822,787,,,,85665,9685,,109026,2187548,656,819,465,1423,,1874,12457103,14416832,9917890,1368,3093,,5781554,7622958,,,,,,
798,16.107,355.07049,"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",,,,69.0335,,,C12 H38 O5 Si6,,,,,,,,,,,,,,,,,,,,,0.856,88.7,508,2822,,,,,222967,36710,9104413,983467,6928660,,,,,45913,,5509706,5171698,3391449,7956,6436,,34023526,38471145,,,,,,
799,16.116,366.36096,N-(3-Dimethylaminopropyl)-octadecanamide,,,,73.05222,,,C23 H48 N2 O,,,,,,,,,,,,,,,,,,,,,0.918,99.5,597,2824,23,,,14355,,15544,39771,55851,19715,,,,,295687,,38793,12453,9005,14907,7715,,44297,4086,,,,,,
800,16.137,145.06529,Peak@16.146,,,,124.12465,,,,,,,,,,,,,,,,,,,,,,,,0,,,2830,,,,17633,,41261,2691379,,108391,,,,115791,,,437913,,236886,126149,187116,731225,,,,,,,,
801,16.154,173.09651,"(3S,5S)-5-benzoxy-6-(1,3-dithiolan-2-yl)-3-hydroxy-6-methyl-enanthic acid methyl ester",,,,276.17209,,,C19 H28 O4 S2,,,,,,,,,,,,,,,,,,,,,0.86,100,549,2832,,,,,,,2008155,475525,48700,,,,,,,,,,,,749913,,,,,,,,
802,16.177,457.99289,"Fenoterol, N-trifluoroacetyl-O,O,O,O-tetrakis(trimethylsilyl)deriv.",,,,151.04778,,,C31 H52 F3 N O5 Si4,,,,,,,,,,,,,,,,,,,,,0.907,99.6,541,2837,,,,23682,3787,,37068,17877,181027,,1440,503,11680,20068,18769,334276,649379,287753,,79026,36150,,256062,,,,,,
803,16.19,284.03046,"3-Phenyl-4-(4,5,6,7-tetrahydrobenzo[d]isoxazol-3-yl)sydnone",,,,418.03296,,,C15 H13 N3 O3,,,,,,,,,,,,,,,,,,,,,0.897,93.4,619,2840,,,,,23729,615715,378479,45707,431440,1788,,678,80904,77053,97460,424609,1858555,797980,510499,560677,510173,193100,584130,,,,,,
804,16.196,532.99145,"Cyclononasiloxane, octadecamethyl-",,,,503.10748,,,C18 H54 O9 Si9,,,,,,,,,,,,,,,,,,,,,0.923,99.3,631,2842,1152,,,1399363,442402,13651550,10599980,4271766,9293343,,,,1922785,1937389,2233028,4076958,36893108,15889832,11728745,13565531,18054623,2804970,11506534,,,,,,
805,16.201,561.09576,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,295.10321,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.934,100,670,2843,,,,1599775,570866,15935809,14606697,5106124,,,5116,3656,2145782,2238245,2485753,,55482705,25578651,14013857,16141468,19440840,7265210,19641506,,,,,,
806,16.205,594.93732,Peak@16.205,,,,594.93677,,,,,,,,,,,,,,,,,,,,,,,,0,,,2843,,,,79236,24784,652495,560687,122923,515013,,,,95406,113137,115746,169639,1790655,737877,596996,653164,686569,150479,586606,,,,,,
808,16.209,668.95563,"Silane, trimethyl-2-propenyl-",,,,608.98871,,,C6 H14 Si,,,,,,,,,,,,,,,,,,,,,0.932,98.1,696,2845,,,,27297,,303757,217716,18795,183320,,,,8548,46227,52067,,699149,338578,249743,,307255,54081,270646,,,,,,
807,16.209,284.03033,"1,3-Dioxolane, 4-[bis[(4-methylphenyl)thio]methyl]-2,2-dimethyl-5-phenyl-, (4S-trans)-",,,,150.04451,,,C26 H28 O2 S2,,,,,,,,,,,,,,,,,,,,,0.687,42.1,591,2844,,,,710094,311411,5576634,5329342,1524064,6540136,,,,833323,940377,916349,11831498,23185358,11797069,4804467,5577054,5709163,5043753,9551473,,,,,,
809,16.218,283.03104,"diphenyl-(2-phenyl-4H-1,3,2-benzodioxaborin-4-yl)phosphine",,,,285.0451,,,C25 H20 B O2 P,,,,,,,,,,,,,,,,,,,,,0.606,24.1,546,2845,,,,36864,14947,387174,174401,,682899,,,,49638,53543,54201,1766333,2691381,,329964,360562,282116,615502,1080865,,,,,,
811,16.228,293.17538,Di-isononyl phthlate,,,,56.06206,,,C26 H42 O4,,,,,,,,,,,,,,,,,,,,,0.963,98.7,841,2849,,,,279912,127012,317083,157034579,47170947,5334503,,,15115,306062,303849,242195,215175,204677,298487,190414,168184,58204414,329741,325636,,,,,,
810,16.228,471.13635,"1,3,5,7,9,11-hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-1,11-di(tert.butyl)-",,,,133.05002,,,C20 H54 O5 Si6,,,,,,,,,,,,,,,,,,,,,0.899,96.7,558,2848,,,,156652,254432,1573151,15824757,2438176,13088611,,,,224866,230949,255363,49251077,57153191,30635687,1293013,1615980,47437,17590864,26821635,,,,,,
812,16.246,690.09167,Peak@16.237,,,,590.039,,,,,,,,,,,,,,,,,,,,,,,,0,,,2849,,,,2120924,954739,2435765,4949821,1712231,1289540,,,,4245040,3193472,3422078,4035118,3955433,3540056,2189689,1283006,3385355,4720571,4303474,,,,,,
813,16.249,196.1701,"Octadecane, 1-isocyanato-",,,,42.0464,,,C19 H37 N O,,,,,,,,,,,,,,,,,,,,,0.839,84.1,511,2852,,,,44121,13940,48342,23503749,6786301,783572,,,,42896,45026,52190,37234,73242,26264,12279,33744,8117104,55034,54916,,,,,,
814,16.25,266.24832,1-Methylpentyl isobutyrate,,,,99.99305,,,C10 H20 O2,,,,,,,,,,,,,,,,,,,,,0.726,56.3,505,2852,,,,241402,86184,129320,13821,152854,113296,1312,,,190582,126157,116162,81150,142169,146079,103746,106365,,175871,173980,,,,,,
815,16.251,168.1389,"Octadecane, 1-isocyanato-",,,,130.9915,,,C19 H37 N O,,,,,,,,,,,,,,,,,,,,,0.861,85.4,599,2852,,,,852654,274351,461704,177342,907276,561469,,,28931,785810,517313,480403,487864,609116,591758,472448,331547,285853,683342,734372,,,,,,
816,16.285,173.09651,"1,8-Diphthalimido-3,6-dioxaoctane",,,,96.08888,,,C22 H20 N2 O6,,,,,,,,,,,,,,,,,,,,,0.92,100,601,2859,,,,24085,5418,41032,609694,246579,15985,,,,,,48389,43046,11051,19157,,,,60649,30569,,,,,,
817,16.294,192.00522,"1-(Dimethylcarbamoyl)-2,3-diphenyl-4-(4'-chlorophenyl)-1,4-diaza-1,3-butadiene",,,,113.00085,,,C23 H20 N4 O3,,,,,,,,,,,,,,,,,,,,,0.924,95.8,705,2862,,,,142498,40581,74429,,28229,75052,,,,116108,85516,77558,63788,,101122,3264,9482,25553,147252,13384,,,,,,
818,16.305,368.34424,"3,5-Cyclocholest-7-ene",,,,368.34369,,,C27 H44,,,,,,,,,,,,,,,,,,,,,0.938,99.2,707,2864,,,,18881,3261,30276,,,342814,,,,83399,32637,50117,367268,154872,213222,224716,494975,446490,267334,597898,,,,,,
820,16.309,307.14014,Peak@16.309,,,,106.07771,,,,,,,,,,,,,,,,,,,,,,,,0,,,2864,,,,20541,,35876,,8090,247326,,,8065,43249,27542,43336,216567,96253,157636,162274,281565,223804,231827,431079,,,,,,
819,16.311,187.14867,"1,1'-bi(spiro[2.5]Octylidene",,,,148.12465,,,C16 H24,,,,,,,,,,,,,,,,,,,,,0.914,97,628,2864,,,,4753,4584,40061,164387,,127350,,,5809,38982,10118,54046,58702,38032,92846,98153,64038,89300,219148,212322,,,,,,
821,16.326,591.17004,Peak@16.322,,,,108.09332,,,,,,,,,,,,,,,,,,,,,,,,0,,,2867,,,,94468,16163,183399,406083,31119,181573,,,,,27064,80045,203118,,201755,,223293,337102,274757,284737,,,,,,
822,16.34,295.26373,17-Hydroxyingenol - 20-Hexadecanoate,,,,121.10119,,,C36 H56 O7,,,,,,,,,,,,,,,,,,,,,0.921,100,603,2871,,,,205174,47295,194186,298928,,743622,,,45077,246230,294092,435137,956238,354509,530796,535361,358476,1300625,1170073,1107913,,,,,,
823,16.355,293.17538,"1,2-Benzenedicarboxylic acid, dinonyl ester",,,,149.02316,,,C26 H42 O4,,,,,,,,,,,,,,,,,,,,,0.968,99.3,850,2874,6,,,175124,,157853,8141384157,2012882955,213762772,,,101140,1474788,1325647,477793,424605,7197686,448790,,69293,3034210000,2004048,439892,,,,,,
824,16.376,341.01849,14-Heptacosanone,,,,97.10114,,,C27 H54 O,,,,,,,,,,,,,,,,,,,,,0.951,98.4,787,2878,,,,2146692,22939,232760,103161284,7926315,4810355,,18802,1252041,703733,1617354,1383923,572270,,510259,761851,829643,8781351,,482812,,,,,,
825,16.378,533.99115,Peak@16.378,,,,359.06357,,,,,,,,,,,,,,,,,,,,,,,,0,,,2879,,,,,,,16075,4311,20631,710,1806,1276,,,,,,,5625,,3932,81206,,,,,,,
826,16.387,532.99145,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,112.08826,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.881,90.9,588,2880,,,,69931,52383,,,1800,23995,,3739,17618,119686,109812,162512,24878,35589,63957,,10464,,,122570,,,,,,
827,16.398,215.17987,Peak@16.394,,,,257.22638,,,,,,,,,,,,,,,,,,,,,,,,0,,,2882,,,,16818,6724,87906,95589,,61932,,839,1647,34323,25512,35230,75565,96706,99646,196349,225943,456817,138983,120230,,,,,,
828,16.414,111.11741,"Oxalic acid, cyclobutyl octadecyl ester",,,,83.08552,,,C24 H44 O4,,,,,,,,,,,,,,,,,,,,,0.927,99.8,640,2887,,,,97734,,188966,20490028,6682845,1850331,26857,13290,1574800,938779,13761812,1197988,648251,295672,629590,1051571,164528,7666209,,672730,,,,,,
829,16.446,281.3208,2-Methylhexacosane,,,,85.10113,,,C27 H56,,,,,,,,,,,,,,,,,,,,,0.958,97.6,837,2893,232,,,291698,73136,505731,181646203,45283635,5814210,86239,69622,600904,2209080,43453543,549006,324217,447710,467989,921391,770654,60566277,1398608,798534,,,,,,
831,16.448,353.32077,3-ﬂ-Acetoxy-d5-ethienic acid,,,,85.10114,,,C22 H32 O4,,,,,,,,,,,,,,,,,,,,,0.773,67.3,518,2893,57,,,291698,73136,505731,181646203,45283635,5814210,86239,69622,600904,2209080,43453543,,324217,447710,467989,921391,770654,60566277,1398608,798534,,,,,,
830,16.451,368.34418,"Cholesta-3,5-diene",,,,145.1012,,,C27 H44,,,,,,,,,,,,,,,,,,,,,0.928,92.3,793,2893,,,,166928,32621,124454,191803,221411,2987403,3619,15916,14971,858717,405301,,2884871,1196650,1650183,3380836,3858905,5455046,2485888,3431040,,,,,,
832,16.455,341.01849,"3-Methylsalicylic acid, 2TMS derivative",,,,173.13251,,,C14 H24 O3 Si2,,,,,,,,,,,,,,,,,,,,,0.57,16.7,514,2895,,,,,9023,36341,80812,,822030,,,9640,175256,97668,125870,651196,330196,458848,874098,874385,1247538,,,,,,,,
833,16.461,152.03145,"1,4-Butanediol, 2,3-diethyl-2,3-dimethyl-, (R*,R*)-(.+-.)-",,,,85.10118,,,C10 H22 O2,,,,,,,,,,,,,,,,,,,,,0.923,97.1,671,2896,,,,291698,73136,505731,181646203,45283635,5814210,86239,69622,600904,2209080,43453543,549006,324217,447710,467989,921391,770654,60566277,1398608,798534,,,,,,
834,16.461,405.08285,Peak@16.461,,,,124.12466,,,,,,,,,,,,,,,,,,,,,,,,0,,,2896,,,,,11738,24092,1350195,685188,157431,2934,,30958,57525,1371193,,,,32315,75916,49460,727466,,145362,,,,,,
835,16.462,167.08613,1-(Cyclohexoxy)ethoxycyclohexane,,,,77.03852,,,C14 H26 O2,,,,,,,,,,,,,,,,,,,,,0.883,94,534,2896,,,,31860,,49769,19181197,5515619,1352721,5822,4350,,121657,179444,126538,590251,252929,330827,697517,960374,7301279,434882,1069492,,,,,,
836,16.485,293.17538,"Phthalic acid, nonyl tridec-2-yn-1-yl ester",,,,127.14813,,,C30 H46 O4,,,,,,,,,,,,,,,,,,,,,0.965,99.3,836,2901,,,,16382,3380,43788,60712624,11316766,1121749,,4210,5024,203022,3659099,50198,,71993,50010,76544,68409,16709092,81212,45613,,,,,,
837,16.533,155.08612,Peak@16.533,,,,157.1012,,,,,,,,,,,,,,,,,,,,,,,,0,,,2911,,,,38076,,40206,111689,52215,1210679,,,7858,61025,27809,184602,154415,,148499,292286,196633,408750,219941,190713,,,,,,
838,16.597,237.07986,(4-methylphenyl) 4-cyanobenzoate,,,,238.07899,,,C15 H11 N O2,,,,,,,,,,,,,,,,,,,,,0.768,58.5,672,2924,,,,,,4697,153815,,15753,,,951,4560,6523,5238,82688,182954,,3555,,4681,60124,121083,,,,,,
839,16.607,284.05218,Peak@16.607,,,,345.01279,,,,,,,,,,,,,,,,,,,,,,,,0,,,2925,,,,,7349,,115130,6437,7988,4373,1010,743,,3412,1367,70524,101753,76194,2636,,,111508,101986,,,,,,
840,16.612,250.07835,"Nonanoic acid, 2-oxo-, methyl ester",,,,127.11176,,,C10 H18 O3,,,,,,,,,,,,,,,,,,,,,0.882,91.4,581,2926,,,,148687,107911,110062,129517,138783,1810313,,,,,2293145,322363,10237623,1773588,6625299,1562907,337087,4870846,317631,959501,,,,,,
841,16.616,293.17538,"1,2-Benzenedicarboxylic acid, dinonyl ester",,,,149.02316,,,C26 H42 O4,,,,,,,,,,,,,,,,,,,,,0.97,99.3,865,2927,47,,,,,71042,1995678701,363691390,34170036,,,12640,400612,321345,,117528,1386366,188930,,35894,570286643,309051,157215,,,,,,
842,16.62,356.06988,Peak@16.620,,,,123.11683,,,,,,,,,,,,,,,,,,,,,,,,0,,,2928,,,,179967,24568,,416931,322300,2455191,,,31380,768544,296679,735531,1723997,952757,1150048,2701059,,4262444,2128742,2480421,,,,,,
843,16.622,631.22784,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,369.12204,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.905,98.4,556,2928,,,,,25540,27692,2331367,129707,306994,,,,11173,,11650,1357310,1298913,983343,43543,36451,78859,1197384,1359821,,,,,,
844,16.627,663.19983,Peak@16.627,,,,129.06992,,,,,,,,,,,,,,,,,,,,,,,,0,,,2929,,,,238900,48139,323221,766015,309359,5335708,4769,,17996,1371736,673795,806861,,1998867,2508960,5046224,6556548,8457371,3378160,5754677,,,,,,
845,16.629,368.34418,"Cholesta-3,5-diene",,,,161.13246,,,C27 H44,,,,,,,,,,,,,,,,,,,,,0.974,99.7,875,2930,19,,,204959,33819,225698,382895,173287,3772870,3995,,25984,1142913,524059,654691,3199682,1639467,2078328,3942794,4842414,6637391,2924301,4441806,,,,,,
847,16.689,555.22998,Peak@16.689,,,,148.12469,,,,,,,,,,,,,,,,,,,,,,,,0,,,2942,,,,21454,,,329186,122778,2006904,,,5329,,257521,349363,352086,135430,189073,2105711,2725825,3759945,440496,441046,,,,,,
846,16.692,152.12016,cis-9-hexadecenoic acid,,,,134.10904,,,C16 H30 O2,,,,,,,,,,,,,,,,,,,,,0.92,98.9,621,2941,,,,36589,,24118,237644,85300,,,,11098,107224,210947,47985,471023,175560,213322,1564252,1943276,353052,414502,390118,,,,,,
848,16.694,151.1123,cis-9-hexadecenoic acid,,,,134.10904,,,C16 H30 O2,,,,,,,,,,,,,,,,,,,,,0.919,97.5,645,2943,,,,36589,24793,,237644,4507,206798,,,9122,107224,210947,47985,471023,175560,213322,1564252,1943276,353052,414502,390118,,,,,,
849,16.733,341.0357,Peak@16.733,,,,343.02158,,,,,,,,,,,,,,,,,,,,,,,,0,,,2951,,,,7776,,,,29656,,1974,,1305,30641,11678,5550,250071,345981,,,,362633,123421,148436,,,,,,
850,16.736,607.17334,Peak@16.736,,,,207.0688,,,,,,,,,,,,,,,,,,,,,,,,0,,,2951,,,,43537,9584,491436,12065014,208102,1521625,2169,1977,760,49873,62729,86783,17849514,22150362,12212976,618078,655931,871670,9763995,13756184,,,,,,
851,16.774,703.23083,Peak@16.774,,,,58.02327,,,,,,,,,,,,,,,,,,,,,,,,0,,,2959,,,,17057,,186380,,40361,265983,4711,1908,4242,26925,24965,10786,,431761,234683,174732,169128,308577,163614,,,,,,,
852,16.775,70.04189,Peak@16.780,,,,143.05234,,,,,,,,,,,,,,,,,,,,,,,,0,,,2960,,,,,21416,,2254308,89845,754848,,716,754,,,,736179,648523,395094,,7294,1588,6116457,7290716,,,,,,
854,16.788,594.9375,"Cyclodecasiloxane, eicosamethyl-",,,,222.08408,,,C20 H60 O10 Si10,,,,,,,,,,,,,,,,,,,,,0.935,96.8,737,2963,928,,,435445,149954,6236813,5536567,914639,4531354,,,7994,686935,680987,872498,6490556,17540051,7215001,6555543,7838905,10530083,2657960,8060347,,,,,,
853,16.79,534.97082,Tetracosamethyl-cyclododecasiloxane,,,,223.08116,,,C24 H72 O12 Si12,,,,,,,,,,,,,,,,,,,,,0.918,99.9,593,2962,,,,289823,101272,4055633,3467213,536303,3182209,2380,,2479,441202,406593,575611,1192573,11243649,4497546,4146431,5067254,6604767,,5216533,,,,,,
855,16.799,248.98915,"1,1,3,3-tetramethyl-2H-1,3-benzodisilole",,,,397.02621,,,C11 H18 Si2,,,,,,,,,,,,,,,,,,,,,0.44,1.4,512,2964,,,,26975,,245319,257626,32791,219388,,,5261,40786,39353,46461,84559,777143,275351,235071,282279,,113273,341156,,,,,,
856,16.808,296.33163,"Silane, trimethyl[1-(1-methylethenyl)cyclopropyl]-",,,,296.33109,,,C9 H18 Si,,,,,,,,,,,,,,,,,,,,,0.946,98.2,764,2966,,,,31234,,29968,,7572,,,,,56581,43246,37870,,57940,56576,28478,10207,40420,103893,,,,,,,
857,16.842,393.33957,2-Octyl-N-(2-octylphenyl)aniline,,,,250.15895,,,C28 H43 N,,,,,,,,,,,,,,,,,,,,,0.964,97.8,862,2972,,,,20777,,37072,,,124464,,,,130400,,253363,,34135,126617,395391,19077,450902,446059,,,,,,,
858,16.875,210.01184,"Arsenous acid, tris(trimethylsilyl) ester",,,,252.00397,,,C9 H27 As O3 Si3,,,,,,,,,,,,,,,,,,,,,0.887,95.6,524,2979,,,,4164,6210,37623,,2107,,,,,,,,193571,226472,78969,43209,,,54494,113668,,,,,,
859,16.884,532.99158,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,209.06548,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.912,98.9,583,2981,,,,2902,,5646,703385,21073,357896,,3154,,1259,2331,3196,2293905,2518772,1264359,2595,884,,763656,1146536,,,,,,
860,16.888,535.97058,Peak@16.888,,,,340.03857,,,,,,,,,,,,,,,,,,,,,,,,0,,,2982,,,,,4791,6418,182400,13300,121325,2334,3260,,,5938,,674229,559838,329637,,14036,,224591,,,,,,,
861,16.89,266.02383,Peak@16.890,,,,403.98151,,,,,,,,,,,,,,,,,,,,,,,,0,,,2982,,,,,,,96830,,,,2975,,,3401,,292205,330478,121229,,2090,,93934,126198,,,,,,
862,16.92,563.14447,"Silane, trimethyl-2-propenyl-",,,,73.0468,,,C6 H14 Si,,,,,,,,,,,,,,,,,,,,,0.939,98.8,716,2988,,,,,,,,1926438,2782935,,,,,,,8908656,,4710923,,,,,6519809,,,,,,
863,16.925,316.20993,"(R,S)-5-(Benzothiazol-2-ylsulfanylmethyl)-3-isopropyloxazolidin-2-one",,,,162.03725,,,C14 H16 N2 O2 S2,,,,,,,,,,,,,,,,,,,,,0.865,85.5,612,2989,,,,,,3696,,,90080,,,,76301,,157301,,148393,430982,275065,2129,60698,315065,,,,,,,
864,16.951,211.24258,"Docosane, 11-decyl-",,,,141.16382,,,C32 H66,,,,,,,,,,,,,,,,,,,,,0.959,98,836,2994,,,,10463,4236,20444,58873,5135,35638,,,2115,115563,4400467,,13692,28526,22777,16686,19037,28372,44649,19950,,,,,,
865,17.079,534.97076,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,285.0452,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.889,92,605,,,,,,,2237,96423,,27369,2596,1670,5662,8110,,,,35442,,,4671,,209026,251294,,,,,,
866,17.168,266.10974,"1,5-Diazacyclopentadecan-6-one, 1-acetyl-",,,,154.0733,,,C15 H28 N2 O2,,,,,,,,,,,,,,,,,,,,,0.575,11.3,646,,,,,,,7065,3759,7282,15839,,,,51161,3561,33451,831,6865,24326,48100,,69253,86654,1549,,,,,,
867,17.175,406.2294,"Phenol, 2,4,6-tris(1-phenylethyl)-",,,,406.22885,,,C30 H30 O,,,,,,,,,,,,,,,,,,,,,0.957,95.4,877,,,,,693325,10157,1335960,441663,275137,3672176,,,,10004644,157270,7132512,,1227044,5928460,8161183,407200,9564095,17939524,289546,,,,,,
868,17.257,318.75922,Peak@17.257,,,,142.93144,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,232822,177390,239026,291468,258177,245851,,,96417,323133,275758,331155,194862,129602,121411,231479,175422,258558,151928,146755,,,,,,
869,17.258,581.61194,Peak@17.258,,,,251.84149,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,398678,287320,375310,426569,423841,400727,,,129208,602529,474971,557663,322591,223598,213237,374201,233366,405196,250607,214017,,,,,,
870,17.26,663.51813,"Phenol, 3,5-dibromo-2-(2,4-dibromophenoxy)-",,,,499.68732,,,C12 H6 Br4 O2,,,,,,,,,,,,,,,,,,,,,0.573,11.6,632,,,,,2148793,1614408,2027365,2384823,2272715,2159845,,,801989,3177930,2557120,3083719,1794930,1206174,1116942,1852948,1411415,2279565,1332287,1212663,,,,,,
871,17.266,406.2294,"Phenol, 2,4,6-tris(1-phenylethyl)-",,,,391.20541,,,C30 H30 O,,,,,,,,,,,,,,,,,,,,,0.936,91.5,852,,,,,1354758,21368,2691534,788844,538659,6755392,,,8097,18757834,322833,13339399,15741,2240814,10986049,15913932,765932,18145646,33224050,488340,,,,,,
872,17.336,484.19022,Peak@17.336,,,,117.09064,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1777,65100,,,,,,,,,93448,67088,61280,,,,70104,69805,,,,,,
873,17.35,631.22797,"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane",,,,268.03503,,,C22 H66 O9 Si10,,,,,,,,,,,,,,,,,,,,,0.906,98.6,555,,,,,2872,13106,13515,298755,,49786,4540,6310,1753,,3996,3540,252543,240583,140268,,,,,282118,,,,,,
874,17.351,779.26507,Peak@17.351,,,,219.17436,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3676,5260,,,3546,95529,,,,,3138,,107919,226134,837047,,,6293,79357,,,,,,,
875,17.377,211.20627,"Tetradecanoic acid, 2-hydroxyphenyl ester",,,,229.21619,,,C20 H32 O3,,,,,,,,,,,,,,,,,,,,,0.92,99.7,606,,,,,103561,,,30202,2274,17255,,,,127378,20272,122377,2607,40794,45473,19177,18757,76239,3353,8005,,,,,,
876,17.438,283.13937,Tris(tert-butyldimethylsilyloxy)arsane,,,,134.04961,,,C18 H45 As O3 Si3,,,,,,,,,,,,,,,,,,,,,0.873,92.8,510,,,,,2919,2831,19315,728262,5642,117788,3610,,,9058,6255,8223,1430428,1862565,879183,10940,51319,58656,487972,731788,,,,,,
877,17.443,458.97269,"Heptasiloxane, hexadecamethyl-",,,,207.06879,,,C16 H48 O6 Si7,,,,,,,,,,,,,,,,,,,,,0.877,94,503,,,,,20903,17589,225348,5384332,67402,922234,,2512,1360,24019,30001,36062,476541,13827503,6854047,294240,369353,523024,3662485,5579808,,,,,,
878,17.445,411.16934,tert-Butyldimethylsilyl 6-(thien-2-yl)hexa-5-yn-1-yl ether,,,,134.04962,,,C16 H26 O S Si,,,,,,,,,,,,,,,,,,,,,0.663,38.5,543,,,,,2919,2831,19315,728262,5642,117788,3610,,,9058,6255,8223,1430428,1862565,879183,10940,51319,58656,487972,731788,,,,,,
879,17.45,607.17334,"Cyclodecasiloxane, eicosamethyl-",,,,505.10388,,,C20 H60 O10 Si10,,,,,,,,,,,,,,,,,,,,,0.937,99,706,,,,,84210,15497,814353,893424,71125,608134,2500,5307,3606,125551,101308,,588201,3085652,,1082467,1295650,1817635,333695,1030440,,,,,,
