"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"17-Hydroxyingenol - 20-Hexadecanoate","EI","822","16.34",295.26373,NA,NA,NA,NA,NA,"121.10119","C36 H56 O7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.921","2871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","603",0.004939622912152,0.00627853955504143,0.00755558645354657,0.00993454397676734,0.00121676284740258,0.0243237499311613,0.0107746290521606,0.014961770668434,0.00615603211004812,0.016793077711566,0.0126012473433667,0.0391697073100936,0.00986736454209319,0.0331805459793274,NA,0.0400208110110087,NA,NA,NA,0.0217894166753668,0,0.00248414899449196,0.0217894166753668,0,0.00248414899449196,0.000243352569480516,0.0217894166753668,0,NA,NA
"1H-2,3-Benzoxazine, 4a,5,6,7,8,8a-hexahydro-1-methyl-, 3-oxide, (1a,4aﬂ,8aa)-","EI","50","5.269",110.10954,NA,NA,NA,NA,NA,"82.07767","C9 H15 N O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.932",NA,NA,NA,NA,46009,NA,NA,NA,NA,NA,NA,"97.2","714",0.0078422839512043,0.00701766974259773,0.00688340100147514,NA,0.00432042785184179,0.00645253273509088,0.00577575359702391,0.00652913704180395,0.00386174622004424,0.00476419879107381,0.00529453037613639,0.00340477175199818,0.00356687165579994,0.00457562375676423,NA,0.00426298453998931,NA,0.00377675365664238,NA,0.00514834458808189,0,0.00338810214036795,0.00514834458808189,0.00377675365664238,0.00338810214036795,0.000680954350399636,0.00137159093143951,0.733586027902122,NA,NA
"2-(2-amino) phenylbenzothiazole","EI","534","13.31",226.0564,NA,NA,NA,NA,NA,"96.00278","C13 H10 N2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.932","2304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.8","804",0.000212392180934255,0.00126715681755994,NA,0.00124521693865809,NA,NA,0.000166858143224465,0.00168202801282877,0.000570662838788461,0.00293053338813073,0.000137129029241772,0.00288999784941178,7.29832702275064e-05,0.00400498232948404,NA,2.0734430880691e-05,NA,6.38971175626433e-05,NA,0.000802574591308888,0,0,0.000802574591308888,6.38971175626433e-05,0,4.1468861761382e-06,0.000738677473746245,0.0796151762771806,"C1=CC=C(C(=C1)C2=NC3=CC=CC=C3S2)N","RAASYFFQTCWEKN-UHFFFAOYSA-N"
"2-[5-(2-hydroxyethyl)-4-methyl-1H-imidazol-3-ium-3-yl]acetic acid cetyl ester","EI","2","3.632",157.10176,NA,NA,NA,NA,NA,"97.06477","C24 H45 N2 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.902",NA,NA,NA,NA,855,NA,NA,NA,NA,NA,NA,"96.8","571",0.00394492835904843,0.00153106813784861,0.000598836978379953,0.000804855663418599,0.00214370999597886,0.00347137653294011,0.00593291633994079,0.000422078451964842,0.000591585980480611,0.000704959136899652,0.000749868354725837,NA,0.00222574217317969,0.000772803268709413,NA,0.000887318049047549,NA,0.00182281141145823,NA,0.00122076898952577,0,0.000563985642558972,0.00122076898952577,0.00182281141145823,0.000563985642558972,8.44156903929685e-05,0,1.49316654264484,NA,NA
"2-Amino-5-cyano-6-(4-chlorophenyl)-4-methylsulfanyl-1-(4-bromophenyl)pyridinium 3-ylphenylphosphinic acid diisopropyl ester tetrafluoroborate","EI","553","13.494",608.98926,NA,NA,NA,NA,NA,"592.95776","C25 H27 B Br Cl F4 N3 O3 P S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.959","2333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","794",0.0203506474049284,0.0234769900819576,0.0225940531678037,0.0200440406936923,0.0124676063744532,0.0238060322893724,0.185740467202801,0.138405793281849,0.0587654648963575,0.041370693511785,0.0519904624844363,0.0536555949068795,0.100911898068746,0.0162806213937194,NA,0.0775016181164308,NA,0.0323573799151265,NA,0.0670583449458561,0,5.04247472094449e-05,0.0670583449458561,0.0323573799151265,5.04247472094449e-05,0.00249352127489064,0.0347009650307296,0.482525775744277,NA,NA
"2-Ethylhexanoic acid 2,3-bis(2-ethyl-1-oxohexoxy)propyl ester","EI","688","14.965",327.25357,NA,NA,NA,NA,NA,"58.07325","C27 H50 O6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.935","2594",NA,NA,NA,16729,NA,NA,NA,NA,NA,NA,"99.9","675",0.23947406187575,0.0265490453435091,0.264210759375849,0.24114875663236,0.00513888385066658,0.236947025196669,0.0255938204740109,0.146771509969454,0.0018308700032526,NA,0.00517937151948526,0.00657930618548744,0.00397757172281515,0.00478941224358355,NA,0.00396573082619627,NA,0.0406964680448057,NA,0.0581584109949027,0,0.000303430227470168,0.0581584109949027,0.0406964680448057,0.000303430227470168,0.00036617400065052,0.017461942950097,0.699752062489681,"CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC","DGSZGZSCHSQXFV-UHFFFAOYSA-N"
"2-heptyl-3-hexyloxirane","EI","731","15.489",258.14081,NA,NA,NA,NA,NA,"58.07322","C15 H30 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.93","2696",NA,NA,NA,8302,NA,NA,NA,NA,NA,NA,"95.9","733",0.00913681212722277,0.00331220181367509,0.0371172821798252,0.010076483319787,0.000448165954154835,0.00125671105451679,0.000852830509813933,0.00101827060753506,0.00256850585309038,0.00592383367280574,0.00348696518448266,0.113875136805991,0.444751895501953,0.00151523547104616,NA,0.00117781681758852,NA,0.0628441322012547,NA,0.0132269508356987,0,0,0.0132269508356987,0.0628441322012547,0,8.96331908309671e-05,0,4.75121840111799,NA,NA
"2-Hydroxy-3-(palmitoyloxy)propyl (Z)-hexadec-9-enoate","EI","952","21.077",451.37869,NA,NA,NA,NA,NA,"125.09616","C35 H66 O5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.3","547",0.00447477727290029,0.0166069831853301,0.011108684145852,NA,NA,0.00176651781404772,0.00200977442237905,0.00147470952650572,0.000303987887403064,0.000488615665902192,0.000740447544718968,0.00098687334077421,0.000469159303366598,0.000982224674089533,NA,0.00173779094217471,NA,0.000337322592362506,NA,0.00115982137543587,0,5.14718184629743e-05,0.00115982137543587,0.000337322592362506,5.14718184629743e-05,6.07975774806128e-05,0.000822498783073364,0.290840123752451,NA,NA
"2-Methyltricos-3-ene","EI","589","13.874",168.1877,NA,NA,NA,NA,NA,"155.1794","C24 H50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.964","2395",NA,NA,NA,6437,NA,NA,NA,NA,NA,NA,"99.7","825",8.38542242341886e-05,NA,0.000481505111707799,NA,4.90615657045506e-05,0.0002575488194916,0.000502610767669031,0.000287568075794398,NA,NA,NA,0.00175040594197194,0.00031655792016363,0.00102927005141189,NA,0.000283816068692664,NA,0.000365144305506193,NA,0.000795952398624119,0,7.08701911599411e-05,0.000795952398624119,0.000365144305506193,7.08701911599411e-05,9.81231314091012e-06,0.000430808093117926,0.458751435559941,NA,NA
"2-Octyl-N-(2-octylphenyl)aniline","EI","857","16.842",393.33957,NA,NA,NA,NA,NA,"250.15895","C28 H43 N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.964","2972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.8","862",0.000500212235691569,0.00332502764885434,NA,0.00578449055259769,NA,NA,0.00103746861911969,0.003569006768561,0.00117524652850207,0.0124025317299052,0.000670599972018788,0.0135793940340496,NA,0.0126491946733176,NA,NA,NA,NA,NA,0.00364701146157975,0,0,0.00364701146157975,0,0,0.000100042447138314,0.00364701146157975,0,NA,NA
"2-Tetradecynal, 4-hydroxy-","EI","372","11.519",112.12072,NA,NA,NA,NA,NA,"181.15869","C14 H24 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.951","2042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.1","774",0.00180995599302385,0.00407802911739971,0.00315645072721864,0.00327999287677738,0.000317832502734147,NA,0.000476867808231668,NA,8.81308089457209e-05,9.6267668912745e-05,4.48191520849167e-05,NA,0.000232582597025333,0.000107730794724316,NA,1.19927370250686e-05,NA,0.00062409446156493,NA,0.000824492290991219,0,1.10769116820748e-05,0.000824492290991219,0.00062409446156493,1.10769116820748e-05,2.39854740501373e-06,0.000200397829426289,0.756943962222658,NA,NA
"2,2,4,4,6,6,8,8,10,10,12,12,14,14,16,16,18,18,20,20-Icosamethylcyclodecasiloxane","EI","960","22.204",429.08917,NA,NA,NA,NA,NA,"223.06369","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.8","522",NA,NA,NA,NA,NA,0.0236692070943062,0.0302365495316423,NA,NA,NA,NA,NA,0.0102578299891855,0.0144922164713494,NA,0.0234280646373848,NA,NA,NA,0.00381839732447007,0,0.000282984783519672,0.00381839732447007,0,0.000282984783519672,0.000763679464894014,0.00381839732447007,0,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"2,5-Ccyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-methylene-","EI","66","5.921",218.16707,NA,NA,NA,NA,NA,"175.11174","C15 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.949",NA,NA,NA,NA,233415,NA,NA,NA,NA,NA,NA,"96.7","812",0.120743702946206,0.17180884487443,0.166486211437522,0.137562054227815,0.0415511327252992,0.0390871096243514,0.0614187197208697,0.0408045907838913,0.0212670420574169,0.0112178026366614,0.0104855372990256,0.0121558076317061,0.0340157164570574,0.0167136430403213,NA,0.0200029822902674,NA,0.0459972193840925,NA,0.0448286989656399,0,0.0103408756998569,0.0448286989656399,0.0459972193840925,0.0103408756998569,0.00209710745980513,0,1.02606634690309,NA,NA
"2,6,10 - trimethyl - tridecane (without stereochemistry)","EI","690","14.975",125.13305,NA,NA,NA,NA,NA,"85.10113","C16 H34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.95","2595",NA,NA,NA,172630,NA,NA,NA,NA,NA,NA,"99","770",0.00531105643827461,NA,0.0200849958516364,0.0238753070748212,0.0134262235740952,0.0252723944421855,0.0263999975685516,0.00528874955157336,0.0284030063384439,0.0704755873786405,0.0483842959315459,0.0702840899628304,0.0182911721535716,0.0189254563585925,NA,NA,NA,0.00971108242193808,NA,0.02598442923248,0,0.00147135554726226,0.02598442923248,0.00971108242193808,0.00147135554726226,0.00105774991031467,0.0162733468105419,0.373726986075162,NA,NA
"3-(2-Methoxyvinyl)furan","EI","16","4.211",124.05241,NA,NA,NA,NA,NA,"125.0553","C7 H8 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.905",NA,NA,NA,NA,2186,NA,NA,NA,NA,NA,NA,"87.2","778",0.000546846066395452,0.00177228563446028,0.000596627532237232,0.000943233395128812,0.0208956732947376,0.00470015784880981,0.00104622183319049,0.00668870603583179,0.0362212235472841,0.00169298097965418,0.00378386130880361,0.00243190238154531,NA,0.0041414394456234,NA,0.00511999564215724,NA,NA,NA,0.00511388574473106,0,0.000120578521195918,0.00511388574473106,0,0.000120578521195918,0.00010936921327909,0.00511388574473106,0,NA,NA
"3-Benzoylbenzyl-1,2,3,4-tetrahydro-6,7-dimethoxyisoquinoline","EI","595","13.939",224.14392,NA,NA,NA,NA,NA,"224.14337","C25 H27 N O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.916","2407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.9","622",0.000928607890593422,0.0047679468558587,2.8286048873668e-05,0.00610619994337951,NA,NA,0.000883284400435229,0.00413374176155657,0.00168174506610128,0.0124714780760343,0.000765405660781941,0.0141323249912535,NA,0.0133521813543431,NA,NA,NA,0.000435112527289551,NA,0.00445225251100507,0,0,0.00445225251100507,0.000435112527289551,0,5.65720977473361e-06,0.00401713998371552,0.0977286275237176,NA,NA
"3-Methylbenzo[d]thiazole-2(3H)-thione","EI","268","10.3",181.00185,NA,NA,NA,NA,NA,"148.02148","C8 H7 N S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.958","1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.5","881",0.0289697927134652,0.188843542889376,0.0150827584020484,0.168174537218838,0.00195507895258831,0.00073197282268546,0.0275344505838515,0.064687032097609,0.00978965268218826,0.0705105310681709,0.00379229785507841,0.0484550925347725,0.00827203145747294,0.104070783470858,NA,0.00138389683182953,NA,0.00670771719883366,NA,0.0796001625543192,0,0.000351595505132523,0.0796001625543192,0.00670771719883366,0.000351595505132523,0.000146394564537092,0.0728924453554855,0.0842676319191724,NA,NA
"3,3'-[(3,4-Methylenedioxy)phenyl]-2,2'-oxybiscyclohexene","EI","448","12.29",237.16435,NA,NA,NA,NA,NA,"200.06204","C26 H26 O5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.911","2148",NA,NA,NA,3758,NA,NA,NA,NA,NA,NA,"98.2","590",0.00172374239067454,0.00485425988186615,0.000807706712569709,0.00658560195797299,0.000762551026472406,0.000697098804757264,0.00188570977016734,0.00406502082754493,0.00209256778305365,0.0102807534110405,0.000916701057310162,0.0119610771540764,0.00157922461068492,0.0103218805582809,NA,0.000612388165018039,NA,0.00149549861489764,NA,0.0041373760393656,0,0.000253997442500909,0.0041373760393656,0.00149549861489764,0.000253997442500909,0.000122477633003608,0.00264187742446796,0.36146064574951,NA,NA
"3,5-Cyclocholest-7-ene","EI","818","16.305",368.34424,NA,NA,NA,NA,NA,"368.34369","C27 H44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.938","2864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.2","707",0.000454565491750133,0.00212656427060432,0.000838484811162492,0.00114421329485575,8.38960491675613e-05,0.00934216689748552,0.00470704086656819,0.00601017842158726,0.000959801572532607,0.00704883854265116,0.0173994978848875,0.0134465219543555,NA,0.00758096980174528,NA,0.0215976912102846,NA,NA,NA,0.0100450458541426,0,0,0.0100450458541426,0,0,1.67792098335123e-05,0.0100450458541426,0,NA,NA
"4-Hydroxy-3-((5-(4-hydroxyphenyl)-1,3,4-oxadiazol-2-yl) thio)-2H-chromen-2-one","EI","56","5.665",152.04739,NA,NA,NA,NA,NA,"151.03905","C17 H10 N2 O5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.954",NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,"99.1","789",0.0257548029776026,0.00605914892704494,0.0951060459643927,0.0336778202938786,0.00153107073844217,0.000293135071192217,0.000621964488696805,0.000617586408611573,0.000403721529468977,0.0004377371520617,0.000119658347997691,0.000194730477629651,0.000809681879425828,0.00172088530609242,NA,0.00143790027114422,NA,0.00164190755800545,NA,NA,0,2.95935401655431e-05,0,0.00164190755800545,2.95935401655431e-05,2.39316695995382e-05,0,Inf,NA,NA
"6-Pentadecenoic acid, 13-methyl-, (6Z)-","EI","295","10.683",254.2245,NA,NA,NA,NA,NA,"133.10124","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.965","1939","18",NA,NA,12172,NA,NA,NA,NA,NA,NA,"100","826",NA,0.234206176039968,0.0388727385226852,0.176028027141305,NA,0.0914902944794124,NA,0.00955105414332971,NA,NA,0.000689019764718785,0.00722231429372602,0.00369841318988253,NA,NA,0.00160287265064268,NA,NA,NA,0.0185538016088939,0,0.000627250789877488,0.0185538016088939,0,0.000627250789877488,0.000137803952943757,0.0185538016088939,0,NA,NA
"7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene-1-carboxylic acid, TMS","EI","585","13.856",254.20341,NA,NA,NA,NA,NA,"186.14026","C23 H36 O2 Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.923","2393","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.5","723",0.000469853298924612,0.00241612726125148,0.000709900183902993,0.00383060428671884,NA,2.15705085361854e-05,0.000462947766410757,0.00170122364698051,0.00114925111003607,0.0065329642894941,NA,0.00584209502528078,0.000148673292222835,0.00650683791373063,NA,0.000210198002255646,NA,0.000398911686832977,NA,0.00249598060740685,0,0,0.00249598060740685,0.000398911686832977,0,4.31410170723707e-06,0.00209706892057387,0.159821629082054,"CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@H]3CC2)(C)C(=O)O)C","NFWKVWVWBFBAOV-DFQSSKMNSA-N"
"a C5 - octahydro - phenanthrene,e.g. an isomer of 19 - nor - abieta - 8,11,13 - triene","EI","337","11.145",241.19563,NA,NA,NA,NA,NA,"117.06989","C19 H28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.917","1994",NA,NA,NA,12320,NA,NA,NA,NA,NA,NA,"94.8","687",0.0086868931658422,0.0292927031273797,0.00199582353020064,0.050810266572908,0.00827689452380824,0.00425368902118349,0.0526850180231109,0.0501707636285409,0.0130827966758834,0.050990904540302,0.00428235573681631,0.062664454420826,NA,0.0474071361400207,NA,0.00383940973771234,NA,0.00739317497000134,NA,0.0287166111462227,0,0,0.0287166111462227,0.00739317497000134,0,0.000399164706040127,0.0213234361762214,0.257452905301252,NA,NA
"a-Methyltyrosine, N,O-diacetyl-","EI","192","8.754",148.03999,NA,NA,NA,NA,NA,"149.09612","C14 H17 N O5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.955","1744",NA,NA,NA,890,NA,NA,NA,NA,NA,NA,"98.2","811",0.00335217072055576,0.0156376764288611,0.00275833936178144,0.0119042063542799,0.00133659964501758,0.00117831446570957,0.00551294442316927,0.0145220187030871,0.00487949855471814,0.0114908590256758,0.00139607264709997,0.013665646444803,0.00350880852946336,0.0256106073118668,NA,0.00193299802314902,NA,0.00207265491118589,NA,0.00773630334963692,0,0.000480054615236584,0.00773630334963692,0.00207265491118589,0.000480054615236584,0.000235662893141914,0.00566364843845103,0.267912828325581,"CC(=O)NC(C)(CC1=CC=C(C=C1)OC(=O)C)C(=O)O","YNCXDQOMMDCDSV-UHFFFAOYSA-N"
"a-Tocopheryl acetate","EI","904","18.059",472.39148,NA,NA,NA,NA,NA,"165.09106","C31 H52 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.7","920",0.00681535258895644,0.023815230049458,0.00567886748517911,0.00864903060246025,0.00155057187467922,0.0664113223802802,0.0739663305189319,0.0788705198665371,0.00147295747339749,0.00491777536552699,0.00618799577891468,0.00674654069558293,0.00648745681328041,0.0454623103006463,NA,0.200299153767912,NA,0.00147149015729754,NA,0.024887606592762,0,0,0.024887606592762,0.00147149015729754,0,0.000294298031459508,0.0234161164354645,0.0591254185818531,"CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C","ZAKOWWREFLAJOT-CEFNRUSXSA-N"
"Acetic anhydride derivative of (trideuterio)paracetamol","EI","153","8.136",367.07037,NA,NA,NA,NA,NA,"46.03669","C12 H10 D3 N O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.956","1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.8","844",0.00234038271376104,0.00930724706350209,0.00618716855417595,0.0080133286454005,0.00192742232797772,NA,0.00221942605661628,0.00114424019494195,0.0022741235898278,0.00285161209292562,0.00147629014126294,0.00074699888139899,0.00198692084342121,0.000242146158502484,NA,9.34494297706403e-05,NA,0.00104405431551022,NA,0.00180340473883522,0,0.0005038065999877,0.00180340473883522,0.00104405431551022,0.0005038065999877,1.86898859541281e-05,0.000759350423325,0.578935107037898,NA,NA
"Arachidamide, N-methyl-","EI","352","11.244",155.06094,NA,NA,NA,NA,NA,"86.06003","C21 H43 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.927","2006","627",NA,NA,1944,NA,NA,NA,NA,NA,NA,"98.1","673",0.0164316722051463,0.0124295092226042,0.0256117455390126,0.0282045141140264,0.00545851724988699,0.00319302031252564,0.00198737470442706,0.00106590735014362,0.000637331576634811,0.000365748132786773,0.00025794740235225,0.000463305547147317,0.000580400199190523,0.000307794168448994,NA,0.000201492431101906,NA,0.00155937064525276,NA,0.00301277535245668,0,0,0.00301277535245668,0.00155937064525276,0,4.02984862203813e-05,0.00145340470720392,0.517586100132297,NA,NA
"Benzene-1,2-dicarboxylic acid bis(3-methylbutyl) ester","EI","111","6.926",176.04735,NA,NA,NA,NA,NA,"176.0468","C18 H26 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.912","1585",NA,NA,NA,4193,NA,NA,NA,NA,NA,NA,"97.2","617",0.00585243741454627,0.00617106262605431,0.00255910384042332,0.00563659235988712,0.00230226606804867,0.00277305675600156,0.00677085422859262,0.00203335603642232,0.00114652476127012,0.00105511749078462,0.000559729693057355,0.00196766323637657,0.0130143595822016,0.00229334162436033,NA,0.00251052778085021,NA,0.00334189200142806,NA,0.00258634716599015,0,0.000225230537535521,0.00258634716599015,0.00334189200142806,0.000225230537535521,0.000111945938611471,0,1.29212815873025,NA,NA
"Butylated Hydroxytoluene","EI","82","6.161",220.18274,NA,NA,NA,NA,NA,"177.12743","C15 H24 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934","1509","4",NA,NA,45428,NA,NA,NA,NA,NA,NA,"94.2","782",0.0235151512641849,0.0128201999713446,0.00731349795351336,0.0188103533301066,0.01705966087061,0.0650785294967165,0.0942244895478114,0.0704843391108058,0.00728886172402883,0.00340647647721938,0.00294748320248484,0.00307966882808663,0.0951140027729021,0.0637825855878486,NA,0.08426476322183,NA,0.0171178044840022,NA,0.0350377577794721,0,0.00332395524883593,0.0350377577794721,0.0171178044840022,0.00332395524883593,0.000589496640496969,0.0179199532954699,0.488553080129778,NA,NA
"cis-9-hexadecenoic acid","EI","848","16.694",151.1123,NA,NA,NA,NA,NA,"134.10904","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.919","2943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.5","645",0.000880890671979537,0.00273407028083403,0.00541948878451739,0.00109553794029278,0.00063785180834448,0.0119813745781128,0.00533581341065339,0.00601299716375344,NA,0.0490670881825022,0.0683105745780145,0.0106325370535267,0.00784443069649278,0.0117543116280122,NA,0.0140921162130896,NA,0.000113068044308926,NA,0.0060595407204635,0,0.000502704419720827,0.0060595407204635,0.000113068044308926,0.000502704419720827,2.26136088617852e-05,0.00594647267615457,0.0186595073001304,"CCCCCC/C=C\CCCCCCCC(=O)O","SECPZKHBENQXJG-FPLPWBNLSA-N"
"Cyclododecasiloxane, tetracosamethyl-","EI","881","17.452",417.03378,NA,NA,NA,NA,NA,"207.06879","C24 H72 O12 Si12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.7","581",0.000503245721839576,0.000612452753817732,0.000770762717764682,0.000823325814376124,0.000452513832814547,NA,0.420260742442755,0.193197912879276,0.00714392141521594,0.00922965099409778,0.0129835986509963,0.0157514248889222,0.17773231901882,0.10385954717449,NA,0.20155774094691,NA,0.00169092796150659,NA,0.027023058621437,0,7.49482581473716e-05,0.027023058621437,0.00169092796150659,7.49482581473716e-05,9.05027665629093e-05,0.0253321306599304,0.0625735223090254,NA,NA
"dehydroabietic acid, 1TMS","EI","567","13.626",299.20102,NA,NA,NA,NA,NA,"240.18277","C23 H36 O2 Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.945","2355",NA,NA,NA,76368,NA,NA,NA,NA,NA,NA,"98.9","747",0.020511807375363,0.0898455109028651,0.0216496690891959,0.045215386160857,0.00837262503559986,0.00388859290205628,0.0186051692591985,0.0278815881368388,0.0119579558978215,0.0458791509197875,0.00573010222984948,0.0494359426625053,0.0264466812483566,0.0503295643530002,NA,0.00725423323749499,NA,0.00865458485149615,NA,0.0278101325935856,0,0.00527801064397527,0.0278101325935856,0.00865458485149615,0.00527801064397527,0.000777718580411256,0.0191555477420894,0.311202574183063,"CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C","NFWKVWVWBFBAOV-MISYRCLQSA-N"
